date, value
01/07/1959,117.7
02/07/1959,117.6
06/07/1959,117.1
07/07/1959,117.1
08/07/1959,117
09/07/1959,117.4
10/07/1959,118.2
13/07/1959,117.3
14/07/1959,118.6
15/07/1959,118.2
16/07/1959,118.1
17/07/1959,118.4
20/07/1959,119
21/07/1959,118.5
22/07/1959,118.3
23/07/1959,116.6
24/07/1959,117.5
27/07/1959,117.4
28/07/1959,116.6
29/07/1959,117.2
30/07/1959,117
31/07/1959,117.3
03/08/1959,116.5
04/08/1959,116.7
05/08/1959,117
06/08/1959,116.2
07/08/1959,116
10/08/1959,115.6
11/08/1959,115.6
12/08/1959,115.5
13/08/1959,116
14/08/1959,116.4
17/08/1959,115.7
18/08/1959,115.5
19/08/1959,115.6
20/08/1959,116
21/08/1959,116.2
24/08/1959,116.2
25/08/1959,116.2
26/08/1959,116.1
27/08/1959,115.6
28/08/1959,115.5
31/08/1959,115.3
01/09/1959,115.6
02/09/1959,116
03/09/1959,115.7
04/09/1959,116
08/09/1959,115.3
09/09/1959,114.6
10/09/1959,114.5
11/09/1959,114.1
14/09/1959,113.5
15/09/1959,113.4
16/09/1959,113.4
17/09/1959,113.4
18/09/1959,113.3
21/09/1959,113.3
22/09/1959,113.3
23/09/1959,114.2
24/09/1959,114.2
25/09/1959,113.6
28/09/1959,114
29/09/1959,113.5
30/09/1959,113.5
01/10/1959,113.5
02/10/1959,114.1
05/10/1959,114.1
06/10/1959,114.2
07/10/1959,114.2
08/10/1959,114.2
09/10/1959,113.7
12/10/1959,113.2
13/10/1959,113.5
14/10/1959,113.1
15/10/1959,113.1
16/10/1959,112.6
19/10/1959,113
20/10/1959,113.6
21/10/1959,114.4
22/10/1959,114.1
23/10/1959,113.7
26/10/1959,115.1
27/10/1959,114.4
28/10/1959,114.4
29/10/1959,113.6
30/10/1959,114.2
02/11/1959,114.1
03/11/1959,115.4
04/11/1959,116.6
05/11/1959,116.4
06/11/1959,117.1
09/11/1959,116.4
10/11/1959,116
11/11/1959,116.2
12/11/1959,116.6
13/11/1959,116.7
16/11/1959,116.5
17/11/1959,116.3
18/11/1959,116.3
19/11/1959,115.4
20/11/1959,114.4
23/11/1959,114.1
24/11/1959,114.3
25/11/1959,114.4
27/11/1959,114.1
30/11/1959,114.2
01/12/1959,114.2
02/12/1959,114.1
03/12/1959,114.1
04/12/1959,114
07/12/1959,114.3
08/12/1959,114
09/12/1959,113.5
10/12/1959,113.6
11/12/1959,113.5
14/12/1959,113.4
15/12/1959,113.3
16/12/1959,113.1
17/12/1959,112
18/12/1959,113.1
21/12/1959,112.2
22/12/1959,112.3
23/12/1959,113.3
24/12/1959,113
28/12/1959,113.7
29/12/1959,114.4
30/12/1959,114.1
31/12/1959,113.7
04/01/1960,114
05/01/1960,114
06/01/1960,114.4
07/01/1960,114.7
08/01/1960,114.3
11/01/1960,114
12/01/1960,114.2
13/01/1960,114.4
14/01/1960,114.5
15/01/1960,114.6
18/01/1960,115.2
19/01/1960,115
20/01/1960,114.7
21/01/1960,114.6
22/01/1960,114.4
25/01/1960,114
26/01/1960,114.1
27/01/1960,114.2
28/01/1960,114.2
29/01/1960,114.1
01/02/1960,113.6
02/02/1960,113.7
03/02/1960,114.5
04/02/1960,114.3
05/02/1960,114.2
08/02/1960,114.4
09/02/1960,114.3
10/02/1960,114
11/02/1960,114.1
12/02/1960,113.6
15/02/1960,113.3
16/02/1960,112.7
17/02/1960,113
18/02/1960,112.6
19/02/1960,112
23/02/1960,111.4
24/02/1960,112.26
25/02/1960,113.66
26/02/1960,114.22
29/02/1960,115.5
01/03/1960,116.7
02/03/1960,116.6
03/03/1960,117.2
04/03/1960,116.6
07/03/1960,116.7
08/03/1960,117
09/03/1960,117.2
10/03/1960,116.7
11/03/1960,116.4
14/03/1960,116.6
15/03/1960,116.4
16/03/1960,116.7
17/03/1960,116.5
18/03/1960,116.4
21/03/1960,116.1
22/03/1960,116.2
23/03/1960,116.6
24/03/1960,117.2
25/03/1960,117.4
28/03/1960,117.6
29/03/1960,118.2
30/03/1960,119
31/03/1960,119.2
01/04/1960,119.2
04/04/1960,118.5
05/04/1960,118
06/04/1960,118.1
07/04/1960,118.4
08/04/1960,118.3
11/04/1960,118.3
12/04/1960,118.7
13/04/1960,119.1
14/04/1960,119.1
18/04/1960,119.1
19/04/1960,118.4
20/04/1960,118.5
21/04/1960,119
22/04/1960,119.2
25/04/1960,119.2
26/04/1960,119.2
27/04/1960,119.16
28/04/1960,119.92
29/04/1960,120.5
02/05/1960,120.5
03/05/1960,120.5
04/05/1960,120
05/05/1960,120.2
06/05/1960,120.6
09/05/1960,120.2
10/05/1960,120.3
11/05/1960,120.1
12/05/1960,120.7
13/05/1960,120.4
16/05/1960,121.1
17/05/1960,121.1
18/05/1960,120.7
19/05/1960,121.3
20/05/1960,121.7
23/05/1960,121.3
24/05/1960,121.1
25/05/1960,121.4
26/05/1960,121.4
27/05/1960,121.5
31/05/1960,121.3
01/06/1960,121
02/06/1960,120.4
03/06/1960,120.1
06/06/1960,120.1
07/06/1960,119.6
08/06/1960,119.2
09/06/1960,119.2
10/06/1960,118.4
13/06/1960,118.5
14/06/1960,118.6
15/06/1960,118.5
16/06/1960,118.7
17/06/1960,118.1
20/06/1960,117.3
21/06/1960,116.7
22/06/1960,115.7
23/06/1960,116.1
24/06/1960,116
27/06/1960,115.82
28/06/1960,115.84
29/06/1960,115.6
30/06/1960,115.9
01/07/1960,116.7
05/07/1960,117.4
06/07/1960,117.5
07/07/1960,117.3
08/07/1960,117.3
11/07/1960,117.2
12/07/1960,116.6
13/07/1960,116.5
14/07/1960,116.5
15/07/1960,116.3
18/07/1960,116.1
19/07/1960,116.3
20/07/1960,115.4
21/07/1960,116.7
22/07/1960,116.6
25/07/1960,116.3
26/07/1960,116.4
27/07/1960,116.7
28/07/1960,116.5
29/07/1960,116.1
01/08/1960,116.3
02/08/1960,116.3
03/08/1960,115.7
04/08/1960,116.3
05/08/1960,116
08/08/1960,115.1
09/08/1960,114.7
10/08/1960,115.1
11/08/1960,114.7
12/08/1960,114.7
15/08/1960,115.1
16/08/1960,115.4
17/08/1960,116.3
18/08/1960,116.1
19/08/1960,115.4
22/08/1960,115.2
23/08/1960,115.6
24/08/1960,115.7
25/08/1960,115.6
26/08/1960,114.8
29/08/1960,113.36
30/08/1960,111.98
31/08/1960,110.84
01/09/1960,110.5
02/09/1960,110.4
06/09/1960,110.2
07/09/1960,110.2
08/09/1960,110.3
09/09/1960,110.2
12/09/1960,110
13/09/1960,110
14/09/1960,109.5
15/09/1960,109.4
16/09/1960,109.2
19/09/1960,109.2
20/09/1960,109.3
21/09/1960,109.1
22/09/1960,109.1
23/09/1960,109.3
26/09/1960,108.7
27/09/1960,108.6
28/09/1960,109.1
29/09/1960,109
30/09/1960,109.2
03/10/1960,109
04/10/1960,108.7
05/10/1960,108.6
06/10/1960,108.5
07/10/1960,108.4
10/10/1960,108.6
11/10/1960,108.4
12/10/1960,108.3
13/10/1960,108
14/10/1960,108
17/10/1960,107.6
18/10/1960,107.7
19/10/1960,108.6
20/10/1960,109.4
21/10/1960,109.1
24/10/1960,108.7
25/10/1960,108
26/10/1960,108
27/10/1960,108
28/10/1960,107.3
31/10/1960,107.5
01/11/1960,108.3
02/11/1960,108.3
03/11/1960,107.6
04/11/1960,107.3
07/11/1960,107.4
09/11/1960,107.4
10/11/1960,106.3
11/11/1960,105.4
14/11/1960,103.4
15/11/1960,103.1
16/11/1960,103.1
17/11/1960,102.4
18/11/1960,101
21/11/1960,100.7
22/11/1960,102.6
23/11/1960,103.1
25/11/1960,103.36
28/11/1960,104.78
29/11/1960,105.72
30/11/1960,107.52
01/12/1960,108.4
02/12/1960,108.5
05/12/1960,109
06/12/1960,109.5
07/12/1960,110.2
08/12/1960,109.4
09/12/1960,109.1
12/12/1960,109.6
13/12/1960,109
14/12/1960,108.6
15/12/1960,109
16/12/1960,109
19/12/1960,108.5
20/12/1960,108.7
21/12/1960,109.6
22/12/1960,109.6
23/12/1960,109.7
27/12/1960,109.4
28/12/1960,110.2
29/12/1960,110.1
30/12/1960,109.3
03/01/1961,110.2
04/01/1961,111.4
05/01/1961,111.4
06/01/1961,111.7
09/01/1961,111.5
10/01/1961,111.6
11/01/1961,111.3
12/01/1961,110.7
13/01/1961,111.5
16/01/1961,111.6
17/01/1961,111.5
18/01/1961,111.6
19/01/1961,111.5
20/01/1961,111.5
23/01/1961,111.5
24/01/1961,112.3
25/01/1961,112.1
26/01/1961,112.6
27/01/1961,113.6
30/01/1961,115.4
31/01/1961,115.2
01/02/1961,115
02/02/1961,115.4
03/02/1961,117.1
06/02/1961,118.4
07/02/1961,116.4
08/02/1961,115.7
09/02/1961,116.6
10/02/1961,115.5
13/02/1961,115
14/02/1961,115.1
15/02/1961,115.2
16/02/1961,115.3
17/02/1961,113.5
20/02/1961,113.2
21/02/1961,113.5
23/02/1961,114.94
24/02/1961,115.88
27/02/1961,114.54
28/02/1961,117.46
01/03/1961,117.3
02/03/1961,117.2
03/03/1961,118
06/03/1961,119.2
07/03/1961,118.4
08/03/1961,119
09/03/1961,118.1
10/03/1961,118.2
13/03/1961,118
14/03/1961,118.4
15/03/1961,117.6
16/03/1961,117.7
17/03/1961,116.5
20/03/1961,115.5
21/03/1961,116
22/03/1961,115.7
23/03/1961,115.7
24/03/1961,115.5
27/03/1961,113.2
28/03/1961,110.5
29/03/1961,108.2
30/03/1961,109
03/04/1961,108.3
04/04/1961,109.6
05/04/1961,110
06/04/1961,110
07/04/1961,109.3
10/04/1961,108.1
11/04/1961,109.3
12/04/1961,108.4
13/04/1961,109
14/04/1961,109
17/04/1961,108.7
18/04/1961,109.3
19/04/1961,110
20/04/1961,111
21/04/1961,111.4
24/04/1961,112.3
25/04/1961,114
26/04/1961,113.24
27/04/1961,113.7
28/04/1961,115.52
01/05/1961,116.2
02/05/1961,116.1
03/05/1961,115.3
04/05/1961,115.4
05/05/1961,115.4
08/05/1961,115.7
09/05/1961,115.6
10/05/1961,115.6
11/05/1961,116.2
12/05/1961,117.4
15/05/1961,117.4
16/05/1961,116.3
17/05/1961,116.7
18/05/1961,116.4
19/05/1961,115.7
22/05/1961,114
23/05/1961,114.2
24/05/1961,114.7
25/05/1961,115.3
26/05/1961,115.2
29/05/1961,115.5
31/05/1961,116.3
01/06/1961,116.4
02/06/1961,116.6
05/06/1961,117.1
06/06/1961,116.5
07/06/1961,116.3
08/06/1961,115.7
09/06/1961,114.7
12/06/1961,113.7
13/06/1961,113.6
14/06/1961,113.7
15/06/1961,114.1
16/06/1961,113.3
19/06/1961,112.3
20/06/1961,112.6
21/06/1961,112.6
22/06/1961,113
23/06/1961,113.7
26/06/1961,112.6
27/06/1961,112.98
28/06/1961,113.22
29/06/1961,115.1
30/06/1961,116.36
03/07/1961,117.6
05/07/1961,117.3
06/07/1961,117.5
07/07/1961,117.2
10/07/1961,118
11/07/1961,119.1
12/07/1961,119.3
13/07/1961,117.2
14/07/1961,117.1
17/07/1961,117.3
18/07/1961,116.3
19/07/1961,116.3
20/07/1961,116.2
21/07/1961,115.1
24/07/1961,114.6
25/07/1961,115.4
26/07/1961,114.6
27/07/1961,114.6
28/07/1961,114.5
31/07/1961,113.4
01/08/1961,112.7
02/08/1961,113.4
03/08/1961,112.7
04/08/1961,112.3
07/08/1961,111.5
08/08/1961,111.2
09/08/1961,111.3
10/08/1961,111.4
11/08/1961,111.4
14/08/1961,112.3
15/08/1961,112.5
16/08/1961,112.2
17/08/1961,112
18/08/1961,112.1
21/08/1961,111.6
22/08/1961,111.7
23/08/1961,112
24/08/1961,112.2
25/08/1961,112.4
28/08/1961,112.26
29/08/1961,111.88
30/08/1961,112.4
31/08/1961,112.54
01/09/1961,113
05/09/1961,113
06/09/1961,113.1
07/09/1961,113.3
08/09/1961,113.6
11/09/1961,113.2
12/09/1961,113.1
13/09/1961,113.6
14/09/1961,112.2
15/09/1961,111
18/09/1961,111
19/09/1961,111
20/09/1961,111
21/09/1961,111.2
22/09/1961,111.4
25/09/1961,110.4
26/09/1961,109.7
27/09/1961,109.4
28/09/1961,109.2
29/09/1961,109.2
02/10/1961,108.4
03/10/1961,109.1
04/10/1961,108.4
05/10/1961,108
06/10/1961,107.7
09/10/1961,109.3
10/10/1961,110
11/10/1961,111.3
12/10/1961,111
13/10/1961,110.6
16/10/1961,110
17/10/1961,109.3
18/10/1961,109.4
19/10/1961,111.1
20/10/1961,111.6
23/10/1961,111.5
24/10/1961,111.3
25/10/1961,111.5
26/10/1961,110.4
27/10/1961,109.7
30/10/1961,108.3
31/10/1961,108.6
01/11/1961,108.4
02/11/1961,109
03/11/1961,109.4
06/11/1961,108.4
07/11/1961,109.1
08/11/1961,110.1
09/11/1961,109.2
10/11/1961,109.3
13/11/1961,110.2
14/11/1961,111
15/11/1961,110.3
16/11/1961,110.2
17/11/1961,108.7
20/11/1961,109
21/11/1961,109.7
22/11/1961,110
24/11/1961,110.4
27/11/1961,110.98
28/11/1961,110.76
29/11/1961,111
30/11/1961,112.06
01/12/1961,112.3
04/12/1961,111.6
05/12/1961,111.5
06/12/1961,111.2
07/12/1961,110.7
08/12/1961,111
11/12/1961,111.3
12/12/1961,111.4
13/12/1961,111.2
14/12/1961,111.4
15/12/1961,110.6
18/12/1961,110.2
19/12/1961,110
20/12/1961,109.7
21/12/1961,110.3
22/12/1961,110.4
26/12/1961,110.1
27/12/1961,110
28/12/1961,110.5
29/12/1961,110.6
02/01/1962,110.5
03/01/1962,109.6
04/01/1962,109.5
05/01/1962,109.3
08/01/1962,109.1
09/01/1962,109.4
10/01/1962,109
11/01/1962,107.5
12/01/1962,107.5
15/01/1962,107.2
16/01/1962,107.3
17/01/1962,106.6
18/01/1962,105.7
19/01/1962,106.6
22/01/1962,105.6
23/01/1962,106.1
24/01/1962,105.5
25/01/1962,106.2
26/01/1962,106.1
29/01/1962,106.4
30/01/1962,106.2
31/01/1962,107.5
01/02/1962,107.2
02/02/1962,106.6
05/02/1962,107.2
06/02/1962,107.2
07/02/1962,107.2
08/02/1962,106.6
09/02/1962,106.2
12/02/1962,105.5
13/02/1962,106.5
14/02/1962,106.3
15/02/1962,106.1
16/02/1962,105.5
19/02/1962,104.3
20/02/1962,105
21/02/1962,104.6
23/02/1962,104.8
26/02/1962,106.82
27/02/1962,106.88
28/02/1962,108.38
01/03/1962,109.3
02/03/1962,109.3
05/03/1962,110.5
06/03/1962,109.7
07/03/1962,110
08/03/1962,110.1
09/03/1962,110.2
12/03/1962,110.4
13/03/1962,110
14/03/1962,109.5
15/03/1962,110.4
16/03/1962,112.5
19/03/1962,112.6
20/03/1962,113.2
21/03/1962,112.7
22/03/1962,112.6
23/03/1962,112.4
26/03/1962,112.2
27/03/1962,112.4
28/03/1962,113.5
29/03/1962,114
30/03/1962,114.6
02/04/1962,114.1
03/04/1962,114.3
04/04/1962,115.7
05/04/1962,115.2
06/04/1962,114.5
09/04/1962,112
10/04/1962,113.3
11/04/1962,111.5
12/04/1962,111.7
13/04/1962,110.7
16/04/1962,110.6
17/04/1962,110.4
18/04/1962,110.6
19/04/1962,112.3
23/04/1962,112
24/04/1962,112.1
25/04/1962,113.06
26/04/1962,112.98
27/04/1962,113.68
30/04/1962,114.4
01/05/1962,116.1
02/05/1962,116.1
03/05/1962,117.1
04/05/1962,116.3
07/05/1962,116.2
08/05/1962,116.1
09/05/1962,115.4
10/05/1962,115.3
11/05/1962,114.3
14/05/1962,114.1
15/05/1962,114.7
16/05/1962,115.4
17/05/1962,115.6
18/05/1962,115.6
21/05/1962,116
22/05/1962,115
23/05/1962,114.6
24/05/1962,115.1
25/05/1962,115.7
28/05/1962,114.6
29/05/1962,114.2
31/05/1962,114.5
01/06/1962,114
04/06/1962,114.5
05/06/1962,114.1
06/06/1962,112.4
07/06/1962,110.5
08/06/1962,110.3
11/06/1962,110.7
12/06/1962,110.6
13/06/1962,111.5
14/06/1962,111.4
15/06/1962,111.2
18/06/1962,111.7
19/06/1962,112.3
20/06/1962,112
21/06/1962,111.3
22/06/1962,110.3
25/06/1962,109.7
26/06/1962,110.34
27/06/1962,110.32
28/06/1962,112.02
29/06/1962,112.8
02/07/1962,111.6
03/07/1962,112
05/07/1962,112
06/07/1962,112.5
09/07/1962,112.3
10/07/1962,111.4
11/07/1962,110.4
12/07/1962,111
13/07/1962,110.4
16/07/1962,109.5
17/07/1962,109.4
18/07/1962,108.6
19/07/1962,109.3
20/07/1962,109.2
23/07/1962,108.2
24/07/1962,108.2
25/07/1962,109.1
26/07/1962,108.3
27/07/1962,107.2
30/07/1962,107.6
31/07/1962,108.1
01/08/1962,106.7
02/08/1962,105.6
03/08/1962,105.6
06/08/1962,104.5
07/08/1962,104
08/08/1962,104.7
09/08/1962,104.5
10/08/1962,105.2
13/08/1962,106.6
14/08/1962,107.6
15/08/1962,108
16/08/1962,107.5
17/08/1962,108.3
20/08/1962,108.2
21/08/1962,107.7
22/08/1962,107.5
23/08/1962,108.2
24/08/1962,107
27/08/1962,106
28/08/1962,106.44
29/08/1962,106.72
30/08/1962,106.78
31/08/1962,106.8
04/09/1962,107.7
05/09/1962,107.2
06/09/1962,107.3
07/09/1962,107.7
10/09/1962,108.1
11/09/1962,108
12/09/1962,108.1
13/09/1962,107
14/09/1962,107.5
17/09/1962,107.7
18/09/1962,107.6
19/09/1962,107.2
20/09/1962,108.2
21/09/1962,108.1
24/09/1962,107.7
25/09/1962,107.6
26/09/1962,107.3
27/09/1962,107.7
28/09/1962,107.2
01/10/1962,106.5
02/10/1962,106.1
03/10/1962,106.1
04/10/1962,106.1
05/10/1962,106.6
08/10/1962,106.2
09/10/1962,105.4
10/10/1962,105.5
11/10/1962,105.4
12/10/1962,105.5
15/10/1962,105.2
16/10/1962,105.6
17/10/1962,105.4
18/10/1962,105.2
19/10/1962,105
22/10/1962,107.5
23/10/1962,112
24/10/1962,111.4
25/10/1962,108.5
26/10/1962,109.6
29/10/1962,106.7
30/10/1962,107.1
31/10/1962,107.1
01/11/1962,107.4
02/11/1962,107.4
05/11/1962,106
07/11/1962,105.4
08/11/1962,105.3
09/11/1962,105.2
12/11/1962,106.1
13/11/1962,106.2
14/11/1962,106.6
15/11/1962,106.4
16/11/1962,106.6
19/11/1962,108.1
20/11/1962,107.4
21/11/1962,106.6
23/11/1962,106.4
26/11/1962,106.2
27/11/1962,106.94
28/11/1962,107.4
29/11/1962,108.66
30/11/1962,109.76
03/12/1962,110.2
04/12/1962,109.7
05/12/1962,110.5
06/12/1962,111.1
07/12/1962,111.4
10/12/1962,112.4
11/12/1962,112.5
12/12/1962,112.6
13/12/1962,112.3
14/12/1962,112.1
17/12/1962,112.3
18/12/1962,112.1
19/12/1962,111.7
20/12/1962,112.2
21/12/1962,111.5
26/12/1962,111.5
27/12/1962,112.7
28/12/1962,113.2
31/12/1962,112.6
02/01/1963,113.4
03/01/1963,113.5
04/01/1963,113.2
07/01/1963,113.6
08/01/1963,113.5
09/01/1963,113.5
10/01/1963,114.2
11/01/1963,114.5
14/01/1963,115
15/01/1963,115.3
16/01/1963,115.7
17/01/1963,116.3
18/01/1963,116.6
21/01/1963,116.2
22/01/1963,115.2
23/01/1963,115.4
24/01/1963,114.7
25/01/1963,115.2
28/01/1963,115.6
29/01/1963,115.7
30/01/1963,114.7
31/01/1963,114.7
01/02/1963,113.5
04/02/1963,114.1
05/02/1963,114.4
06/02/1963,114.3
07/02/1963,114.6
08/02/1963,115.3
11/02/1963,115.7
12/02/1963,115.7
13/02/1963,116.3
14/02/1963,117.2
15/02/1963,117.4
18/02/1963,116.5
19/02/1963,116.1
20/02/1963,116.1
21/02/1963,117.2
25/02/1963,117.98
26/02/1963,118.4
27/02/1963,118.36
28/02/1963,119.22
01/03/1963,119.4
04/03/1963,119.1
05/03/1963,117.6
06/03/1963,116.4
07/03/1963,117.7
08/03/1963,117.5
11/03/1963,118.2
12/03/1963,117.7
13/03/1963,117.5
14/03/1963,117.5
15/03/1963,118
18/03/1963,118.3
19/03/1963,118.4
20/03/1963,118.1
21/03/1963,118.3
22/03/1963,118.4
25/03/1963,117.4
26/03/1963,117.3
27/03/1963,116.6
28/03/1963,117.1
29/03/1963,117.1
01/04/1963,116.3
02/04/1963,116.1
03/04/1963,116.5
04/04/1963,116.5
05/04/1963,116.3
08/04/1963,116.3
09/04/1963,117.3
10/04/1963,116.7
11/04/1963,117
15/04/1963,117.1
16/04/1963,117.3
17/04/1963,118
18/04/1963,118.5
19/04/1963,117.6
22/04/1963,117.7
23/04/1963,117.6
24/04/1963,117.2
25/04/1963,117.96
26/04/1963,118.4
29/04/1963,118.04
30/04/1963,118.34
01/05/1963,119.2
02/05/1963,119.5
03/05/1963,119.7
06/05/1963,120.2
07/05/1963,120.4
08/05/1963,120.4
09/05/1963,121
10/05/1963,121.2
13/05/1963,120.6
14/05/1963,120.3
15/05/1963,121.6
16/05/1963,121.1
17/05/1963,120.6
20/05/1963,121.1
21/05/1963,120.4
22/05/1963,121.6
23/05/1963,121.3
24/05/1963,121.3
27/05/1963,120.7
28/05/1963,121.6
29/05/1963,122.7
31/05/1963,123.2
03/06/1963,123.5
04/06/1963,123.2
05/06/1963,123.3
06/06/1963,124.3
07/06/1963,124.6
10/06/1963,125
11/06/1963,125.3
12/06/1963,126.5
13/06/1963,126.6
14/06/1963,127
17/06/1963,127.1
18/06/1963,126.6
19/06/1963,125.7
20/06/1963,126.2
21/06/1963,125.6
24/06/1963,127.2
25/06/1963,126.4
26/06/1963,126.24
27/06/1963,125.96
28/06/1963,124.36
01/07/1963,126.7
02/07/1963,125.4
03/07/1963,126
05/07/1963,125.4
08/07/1963,123.7
09/07/1963,124.5
10/07/1963,125.2
11/07/1963,125
12/07/1963,124
15/07/1963,121.5
16/07/1963,123
17/07/1963,123.3
18/07/1963,123.7
19/07/1963,123.6
22/07/1963,122.3
23/07/1963,123.5
24/07/1963,124.6
25/07/1963,124.7
26/07/1963,123.7
29/07/1963,123
30/07/1963,121.7
31/07/1963,120.5
01/08/1963,120.7
02/08/1963,122.2
05/08/1963,123
06/08/1963,121.4
07/08/1963,121.1
08/08/1963,121.4
09/08/1963,121.5
12/08/1963,122.2
13/08/1963,123.4
14/08/1963,123.2
15/08/1963,123.1
16/08/1963,122.4
19/08/1963,122
20/08/1963,122.4
21/08/1963,123.1
22/08/1963,124.5
23/08/1963,124.3
26/08/1963,125.5
27/08/1963,123.12
28/08/1963,120.44
29/08/1963,117.96
30/08/1963,115.68
03/09/1963,113.5
04/09/1963,113.5
05/09/1963,113
06/09/1963,112.4
09/09/1963,112.4
10/09/1963,113.4
11/09/1963,113.3
12/09/1963,113.7
13/09/1963,114.3
16/09/1963,115.5
17/09/1963,116.1
18/09/1963,116
19/09/1963,115.5
20/09/1963,120.2
23/09/1963,118.7
24/09/1963,121.4
25/09/1963,123.7
26/09/1963,119
27/09/1963,117.2
30/09/1963,119.7
01/10/1963,121
02/10/1963,119.4
03/10/1963,119.2
04/10/1963,120.2
07/10/1963,121.5
08/10/1963,120.5
09/10/1963,121.5
10/10/1963,121.2
11/10/1963,116.5
14/10/1963,116.6
15/10/1963,118.6
16/10/1963,118.1
17/10/1963,116.2
18/10/1963,115.7
21/10/1963,116.4
22/10/1963,117.1
23/10/1963,117.4
24/10/1963,117.3
25/10/1963,117.4
28/10/1963,117.3
29/10/1963,116.6
30/10/1963,116.2
31/10/1963,116.7
01/11/1963,118.3
04/11/1963,119.1
05/11/1963,118.5
06/11/1963,118.1
07/11/1963,118.3
08/11/1963,119.1
11/11/1963,118.4
12/11/1963,117.5
13/11/1963,117.6
14/11/1963,117.1
15/11/1963,116.6
18/11/1963,117.1
19/11/1963,116.7
20/11/1963,116.3
21/11/1963,116.1
22/11/1963,116
26/11/1963,117.76
27/11/1963,118.92
29/11/1963,119.3
02/12/1963,119.6
03/12/1963,119.7
04/12/1963,120.3
05/12/1963,120.6
06/12/1963,121.5
09/12/1963,121.5
10/12/1963,121.3
11/12/1963,121.1
12/12/1963,121.4
13/12/1963,120.5
16/12/1963,120.3
17/12/1963,120.3
18/12/1963,120.6
19/12/1963,121.2
20/12/1963,120.2
23/12/1963,120.3
24/12/1963,120.5
26/12/1963,121
27/12/1963,121.1
30/12/1963,120.4
31/12/1963,120.1
02/01/1964,119.1
03/01/1964,119.5
06/01/1964,120.7
07/01/1964,119.7
08/01/1964,120.1
09/01/1964,120.5
10/01/1964,120.7
13/01/1964,121.3
14/01/1964,121.2
15/01/1964,121
16/01/1964,120.6
17/01/1964,120.5
20/01/1964,120.2
21/01/1964,120.5
22/01/1964,120.6
23/01/1964,121.3
24/01/1964,121.1
27/01/1964,120.5
28/01/1964,120.7
29/01/1964,120.6
30/01/1964,120.3
31/01/1964,120.2
03/02/1964,119.6
04/02/1964,119.4
05/02/1964,119.7
06/02/1964,119.7
07/02/1964,119.6
10/02/1964,119.2
11/02/1964,118.7
12/02/1964,117.7
13/02/1964,117.4
14/02/1964,118
17/02/1964,117.6
18/02/1964,117.6
19/02/1964,117.4
20/02/1964,117.7
24/02/1964,118.3
25/02/1964,119.24
26/02/1964,119.54
27/02/1964,119.7
28/02/1964,120.44
02/03/1964,121.2
03/03/1964,121.5
04/03/1964,121.1
05/03/1964,121.6
06/03/1964,121.7
09/03/1964,121.3
10/03/1964,121.4
11/03/1964,121.7
12/03/1964,122.1
13/03/1964,122.4
16/03/1964,122.2
17/03/1964,121.1
18/03/1964,122.1
19/03/1964,122.1
20/03/1964,121.6
23/03/1964,121.3
24/03/1964,121
25/03/1964,120.6
26/03/1964,121.2
30/03/1964,121.3
31/03/1964,121.3
01/04/1964,121.3
02/04/1964,121.1
03/04/1964,121.5
06/04/1964,121.5
07/04/1964,122.4
08/04/1964,123
09/04/1964,122.6
10/04/1964,122.1
13/04/1964,122.7
14/04/1964,123
15/04/1964,123.2
16/04/1964,123.5
17/04/1964,123.6
20/04/1964,123.5
21/04/1964,124.2
22/04/1964,124
23/04/1964,123.3
24/04/1964,123.7
27/04/1964,123.74
28/04/1964,123.86
29/04/1964,124.46
30/04/1964,124.74
01/05/1964,124.7
04/05/1964,125.2
05/05/1964,125.3
06/05/1964,125.7
07/05/1964,125.5
08/05/1964,125.6
11/05/1964,125.3
12/05/1964,124.4
13/05/1964,123.6
14/05/1964,123.2
15/05/1964,123.4
18/05/1964,124
19/05/1964,124.2
20/05/1964,124
21/05/1964,124.3
22/05/1964,124.5
25/05/1964,124.3
26/05/1964,123.7
27/05/1964,123.2
28/05/1964,123.1
01/06/1964,123.2
02/06/1964,124.1
03/06/1964,124.2
04/06/1964,124.1
05/06/1964,123.7
08/06/1964,123.2
09/06/1964,123.5
10/06/1964,123.3
11/06/1964,123.1
12/06/1964,123
15/06/1964,122.3
16/06/1964,122.3
17/06/1964,122.6
18/06/1964,123.1
19/06/1964,123.3
22/06/1964,123
23/06/1964,123.1
24/06/1964,123.2
25/06/1964,122.64
26/06/1964,122.32
29/06/1964,122.04
30/06/1964,121.04
01/07/1964,120
02/07/1964,119.6
06/07/1964,119.4
07/07/1964,119
08/07/1964,118.5
09/07/1964,118.4
10/07/1964,118.5
13/07/1964,117.5
14/07/1964,118
15/07/1964,118.3
16/07/1964,118.6
17/07/1964,118.5
20/07/1964,117.6
21/07/1964,117.1
22/07/1964,117.5
23/07/1964,118.3
24/07/1964,118
27/07/1964,117.3
28/07/1964,117.4
29/07/1964,117.4
30/07/1964,117.4
31/07/1964,117.5
03/08/1964,118.5
04/08/1964,118.6
05/08/1964,120.3
06/08/1964,119.2
07/08/1964,119.3
10/08/1964,118.4
11/08/1964,119.3
12/08/1964,119.6
13/08/1964,119.5
14/08/1964,119
17/08/1964,120.2
18/08/1964,121
19/08/1964,120.3
20/08/1964,120.2
21/08/1964,120.7
